Name,Country,Type 
"台灣東華書局股份有限公司,時報文化出版企業股份有限公司,联经出版事业股份有限公司,行人文化實驗室,Издательство «РИПОЛ классик»,HACHETTE LIVRE,Viviane Hamy,Der Schulthess Verlag,Alligator Farm Verlag,HC EDITIONS,Издательство ""Серафим и София"",株式会社　大空社,Издательство «Совпадение»,株式会社 大隅書店,株式会社 解放出版社,株式会社サンマーク出版,株式会社ランダムハウス講談社,北京正清文化艺术有限责任公司,SE-EDUCATION Public Company Limited,M.E. Sharpe Inc.,Eastern Art Publishing,Art Media Resources,希望出版社,Left Coast Press, Inc.,广州出版社,宁夏人民教育出版社,人民教育出版社,株式会社　集英社,有限会社　東京シューレ出版,Comic Culture Verlag","Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Russia,France,France,Germany,Germany,France,Russia,Japan,Russia,Japan,Japan,Japan,Japan,China,Saint Lucia,United States,United Kingdom,United States,China,United States,China,China,China,Japan,Japan,Germany","Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Scholarly Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Social Science Publishing,Publishers / Textbook Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comics Publishing"
"Miniaturbuchverlag Leipzig,Pt Java Books Indonesia,Stanford University Press,EDICIONES SECRETARIADO TRINITARIO,Thaiappraisal Foundation,FOUNTAIN BOOKS,APD Singapore Pte Ltd,APD Singapore Pte Ltd,Rodale Institute Bookstore,Vijitha Yapa Bookshop (Pvt) Ltd,Elm Tree Distributors Pte Ltd,TCZ Studio Pte Ltd,Preston Corporation Pte Ltd,Les Humanoïdes Associés,Mediatoon Licensing,URIKYOYUK CO.LTD.,Hangilsa Publishing Co., Ltd.,Piper Verlag,Global Language Books,Beta Editorial,Editions Milan,远足文化事业股份有限公司（八旗文化）,正傳有限公司,儒林圖書有限公司","Germany,Other countries,Indonesia,United States,Other countries,Other countries,Other countries,Spain,Other countries,Thailand,Other countries,United Kingdom,Singapore,Malaysia,Other countries,Sri Lanka,Singapore,Singapore,Singapore,France,France,Korea,Korea,Germany,Australia,Spain,France,Taiwan, China,Taiwan, China,Taiwan, China","Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers"
"The Metropolitan Museum of Art,The Oliver Press Inc,Alef Design Group,Lerner Publishing Group,United States Tennis Association,University of Iowa Press,William Carey Library,Wm B Eerdmans Publishing Co,Liechtensteinverlag,接力出版社,尖端出版集团,Arena Verlag,Egmont Horizont Verlag,Esslinger Verlag,Lappan Verlag,Loewe Verlag,Fischer Schatzinsel,山东美术出版社,Жетi жарғы,外语教学与研究出版社,Bajazzo Verlag,Alcyone Casa Editrice,Научное издательство «Большая Российская энциклопе,Edizioni Magi,Интернет магазин издательства Амрита русь,Издательство ВИТА-ПРЕСС,Издательство «Титул»,葦書房有限会社,Horizon Books Pte Ltd","United States,United States,United States,United States,United States,United States,United States,United States,Liechtenstein,China,Taiwan, China,Germany,Germany,Germany,Germany,Germany,Germany,China,Kazakhstan,China,Switzerland,Italy,Russia,Italy,Russia,Russia,Russia,Japan,Singapore,Other countries","Publishers,Publishers,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Popular Science Publishing,Publishers / Scholarly Publishing,Publishers / Literature Publishing,Publishers / Textbook Publishing,Publishers / Scholarly Publishing,Publishers / Social Science Publishing,Publishers,Publishers"
"Tanglewood Press,TFH Publications Inc,The Historic New Orleans Collection,Raabe,nottetempo Srl,Samhain Publishing,Kohlhammer-Verlag,hutt. verlag,Deutscher Fachverlag,한국 베가북스 출판사,Harvard Business Publishing,Hazelden Publishing,CRC Press,시그마북스,株式会社 アルファポリス,랭기지플러스 교제,株式会社マーブルトロン,有限会社　ハッピーオウル社,株式会社　東京創元社,Ravensburger AG,Armour Publishing Pte Ltd,株式会社 メディア・パル,도서출판 우리글,Aedo Editore,Orell Füssli Verlag AG,Franckh Kosmos Verlags GmbH & Co. KG,Ediciones Continente,COSSEC,Editorial Universitaria de Buenos Aires","United States,United States,United States,Germany,Italy,United States,Germany,Germany,Germany,Korea,United States,United States,United Kingdom,Korea,Japan,Korea,Japan,Japan,Japan,Germany,Italy,Japan,Korea,Italy,Switzerland,Germany,Argentina,Netherlands,Argentina,Argentina","Publishers,Publishers,Publishers,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers / Textbook Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers,Publishers / Literature Publishing,Publishers,Publishers"
"Sieben Verlag,Lukas Verlag,Verlagsgesellschaft Rudolf Müller GmbH & Co. KG,Hachette Livre,Francinet Ratsimaholy,Nelson Verlag GmbH,XENOS Verlagsgruppe,Издательство ""Крымский мост"",Издательство «Кучково поле»,Издательство «Терра»,Издательство РИМИС,GOLDEN PRESS,Egmont Ehapa Verlag GmbH,GRÄFE und UNZER Verlag GmbH,Droemer Knaur GmbH,Christoph Links Verlag GmbH,Bertz + Fischer GbR,Albin Michel Jeunesse,ALBIN MICHEL JEUNESSE,株式会社　研究社,KellnerVerlag,Свиньин и сыновья,Издательство Вита Нова,FN-Verlag,Издательство ""Триада"",Горная книга,Wiley-Blackwell,verlag-derblauereiter,klett-kinderbuch.,华文出版社,Johan & Levi Editore","Germany,Germany,Germany,France,Madagascar,Germany,Russia,Russia,Russia,Russia,Italy,Germany,Germany,Germany,Germany,Germany,France,France,Japan,Germany,Russia,Russia,Germany,Russia,Russia,United States,Germany,Germany,China,Italy","Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Social Science Publishing,Publishers / Popular Science Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Science and Technology Publishing,Publishers / Scholarly Publishing,Publishers,Publishers / Children's Publishing,Publishers,Publishers / Comprehensive Publishing"
"Suhrkamp Verlag GmbH & Co. KG,Brettschneider,Geocentre ILH,Parrot Reads Publishers,Faradawn,Jonathan Ball Publishers,Phambili Agencies,Quartet Books,Effective Advertising Solutions,Allen & Unwin,Oxford University Press,Scholastic Australia,Tagari Publications,Oxford University Press,Geoplaneta,Ripol Classic Publishing Group,Фантом Пресс,Arche Literatur Verlag AG,Arcanum Fantasy Verlag,Birkhäuser Verlag,edition selene,BEYAZ PUBLISHING,BİLEŞİM  PUBLISHING,BİLGE  KÜLTÜR  SANAT  PULLISHING,BİLGE PUBLISHING HOUSE,BİLGEOĞUZ  PUBLISHING,BİLGİ PUBLISHING,BİLGİ - BAŞARIPUBLISHING","Germany,Germany,Germany,India,South Africa,South Africa,South Africa,South Africa,Australia,United States,New Zealand,Australia,Australia,Australia,Singapore,Spain,Russia,Russia,Germany,Germany,Germany,Germany,Other countries,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey","Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Indiana University African Studies Program,Industrial Press Inc,恒星社厚生阁,Folklore Publishing,ドレミ楽譜出版社,北京市佳星孩趣儿童书店有限责任公司,光明日报出版社,成都西南交通大学出版社,Guangxi Normal University Press Group,北京科技出版社,北京科技出版社,光明日报出版社,上海社科院出版社,北京科技出版社,ヴィレッジブックス,株式会社ウィーヴ（英文表記　We've Inc. ）,HCI Press,Highlights,Linden Publishing,McSweeney's,New Year Publishing,No Greater Joy Ministries,P.R.A. Publishing,Parenting Press,Pentelicus Press,Red Rock Press,Richer Resources Publications,Sentient Publications, LLC,SIGHT SEE BOOKS","United States,United States,United States,Japan,Canada,Japan,China,China,China,China,China,China,China,China,China,Japan,Japan,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States","Publishers,Publishers,Publishers,Publishers / Science and Technology Publishing,Publishers,Publishers / Audio-visual Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Popular Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Pustaka Nasional,Genesis,Hodder Moa Beckett,Horwitz Education,Scholastic New Zealand,Scholastic Canada Ltd,BOND BOOKS,BOOKS & THINGS,CHRIS PHILLIPS,COBNAR BOOKS,KINGSBRIDGE BOOKS,LYMELIGHT BOOKS & PRINTS,THE OLD CHILDREN’S BOOKSHELF,Airlift Book Company,Bolinda Publishing Ltd,Eurospan,Gazelle Book Services Pty Ltd,Lonely Planet UK,Permanent Publications,Publishers International Marketing,Ragged Bears,Azur Corporation,丸善出版株式会社,Book Centre,Buchzentrum AG,Nilsson & Lamm BV","Singapore,Thailand,Thailand,New Zealand,New Zealand,New Zealand,New Zealand,Canada,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Japan,Japan,Pakistan,Switzerland,Netherlands","Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers"
"edition du chêne,城邦文化事业股份有限公司（积木出版事业部）,原水文化事業股份有限公司,奇幻基地,貓頭鷹出版社,臉譜出版社股份有限公司,東方出版社,天下远见出版股份有限公司（小天下）,大田出版有限公司,Allen & Unwin Pty Ltd,国立台湾大学出版中心,新世语文化有限公司,大雁文化事业股份有限公司(启动文化),城邦文化事业股份有限公司（猫头鹰）,城邦文化事业股份有限公司（PCuSER电脑人）,文藝春秋,机械工业出版社,法律出版社,人民邮电出版社,中国环境科学出版社,北京师范大学出版社,中国青年出版社,湖北人民出版社,凤凰联动文化传媒公司,四川少年儿童出版社有限公司,群众出版社,戎光祥出版株式会社","Other countries,France,France,France,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Australia,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Japan,China,China,China,China,China,China,China,China,China,China,Japan","Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Textbook Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing"
"Mathew Price Ltd,Merrell Publishers Ltd,Faksimile Verlag/wissenmedia in der inmediaONE] Gm,Bayard Presse,Stockmann Akateeminen Kirjakauppa,Nice One Entertainment,Armour Publishing Pte Ltd,HELEN DEIGHTON,Centralivros,Lannoo Publishers,ISEAS Publishing,Freytag Berndt U Artaria KG,Addenda Ltd,Dunmore Press,Forrester Books,イーステージ出版,Siam Inter Multimedia Public Co., Ltd.,Weight Watchers,EDEL,Dorling Kindersley Verlag,Oetker Dr. Verlag Kg,Anaconda Verlag,云南美术出版社,Hachette Book Group (HBG),电子科技大学出版社","United Kingdom,United Kingdom,Germany,France,Other countries,Finland,Singapore,Other countries,Singapore,United Kingdom,Other countries,Greece,Portugal,Belgium,Singapore,Singapore,Austria,New Zealand,New Zealand,New Zealand,Japan,Thailand,Germany,Germany,Germany,Germany,Germany,China,United States,China","Publishers,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Other,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Social Science Publishing,Publishers / Magazine Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"La courte échelle,Nelson Canada,Астрея-Центр,Образовательный Проект,Alpha Buddies Inspirational Children's Books,台湾商务印书馆股份有限公司,新自然主义股份有限公司,明日工作室股份有限公司,大雁文化事业股份有限公司（原点出版）,琉森中文学校,远流出版事业股份有限公司,庄寿美出版社,印刻文学生活杂志出版有限公司,LiveABC互动英语教学集团,株式会社文響社,株式会社 一迅社,G&G Verlag,株式会社メディアファクトリー,Piper Verlag GmbH,Beltz & Gelberg Verlag,canut international publishers,北京盛世星火,北京东方资治文化传播中心,Zabern, Philipp von, Verlag, WBG Verlagsgruppe,Zeilenwert GmbH,Zeitbrücke Verlag,Zeughaus Verlag GmbH,Ziegler Vertrieb,ZS Verlag Zabert Sandmann GmbH,Medienbuero Muenchen","Canada,Canada,Russia,Russia,Australia,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Japan,Japan,Germany,Japan,Germany,Germany,Germany,China,China,Germany,Germany,Germany,Germany,Germany,Germany,Germany","Publishers / Comprehensive Publishing,Publishers,Publishers / Science and Technology Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Social Science Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers"
"北京华章同人文化传播有限公司,五洲传播出版社,NEW FRONTIER PUBLISHING,BAYA RD EDITIONS JEUNESSE,DISCOVER 21 Inc.,,企业管理出版社,企业管理出版社,Carus Publishing Company,Hachette Book Group (HBG),Danish Agency for Culture,新世界出版社,商务印书馆国际公司,新世界出版社,群言出版社,北京新曲线出版咨询有限公司,北京读者天地文化发展,上海九久读书人文化实业有限公司,新日本出版社,美国姚氏顾问社北京瑞怡美文化,世界图书出版上海有限公司,中信出版社,いろは出版株式会社,Sezanne Ltd,Shemetsneba Ltd,Siesta Ltd,Stsavlani,Zebra Publishing,Zebra Group,Aaf Management Ltd,Book Agency","China,China,Australia,France,Japan,China,China,United States,United States,Denmark,China,China,China,China,China,China,China,Japan,United States,China,China,Japan,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia,Georgia","Publishers,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers"
"Trinity – St Davids MA in Creative Writing,Gwasg Gomer Press,Carole King Books,blisterZine,ARKIN PUBLISHING HOUSE,Ravensburger Buchverlag,Rowohlt Verlag,Alston Publishing house,S. Fischer Verlag,Apa Publications gmbh & co. Verlag Kg, Singapore Branch,Apac Publishers Services Pte ltd,Armour Publishing Pte ltd,BULUT PUBLISHING,Todolivro Distribudora Ltda.,CSA GLOBAL PUBLISHING,CUMHURİYET PUBLICATIONS,ÇAĞLAYAN  BOOKSELLER,ÇAĞRI  PUBLISHING,ÇINAR PUBLISHING,ÇİÇEK PUBLISHING,DAMLA  PUBLISHING,DELTA  PUBLISHING,CENTER FOR VALUES EDUCATION (CVE) PRESS,DENGE PUBLISHING,DENİZLER BOOK STORE - KAPTAN PUBLISHING,DERGAH PUBLISHING,DERS KİTAPLARI PUBLISHING,Tela Papel y Madera de Grisel Capertti,DETA Y PUBLISHING,DHARMA PUBLISHING","United Kingdom,United Kingdom,United Kingdom,Italy,Turkey,Germany,Germany,Singapore,Germany,Singapore,Singapore,Singapore,Turkey,Brazil,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Argentina,Turkey,Turkey","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Richard C Owen Publishers Inc,Roxbury Publishing Co,Saint Andrews College Press,SAS Publishing,Shambhala,Springer Publishing Co Inc,Starbright Books,中国电力出版社有限公司,Akasa Publications,Akçağ Printing Publication Marketing,Aksan Publishing Education Consulting,Alef publishing house,Springer-Verlag GmbH,Paralympic Movement,ALFA Publishing Distributions,Alioğlu publishing house,ALTIN KİTAPLAR PUBLISHING,ANAHTAR KİTAPLAR PUBLISHING HOUSE,ANI  PUBLICATIONS,ARAS PUBLISHING,ARI SANAT PUBLISHING,ARKADAŞ PUBLISHING,ARCHEOLOGY & ART PUBLICATION,Klaus Schwarz Verlag,Klöpfer & Meyer,Luchterhand Literaturverlag,Onkel & Onkel Verlag,Paul Zsolnay Verlag,BARIŞ İLHAN PUBLISHING,ASSOCIATION OF PRESSAND PUBLISHING","Other countries,United States,United States,United States,Other countries,United States,United States,China,Turkey,Turkey,Turkey,Turkey,Germany,Germany,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Germany,Germany,Germany,Germany,Germany,Turkey,Turkey","Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Sanssouci Verlag,Siedler Verlag,Artim publishing,Tulipan Verlag,ATATÜ RKRESEA CHCENTER PRESIDENCY,Verlag Klaus Wagenbach,Atatürk Culture Centre PRESIDENCY,Wallstein Verlag,ATP PUBLISHING,Wilhelm Fink Verlag,AYKIRI PUBLISHING,Berlin University Press,Ayrıntı publishing,BABEK PUBLISHING,Cbj Verlag,BABIALİ CULTURE PUBLISHING,Deutsche Verlags-Anstalt,BABİL PUBLISHING,Boje Verlag in der Bastei Lübbe GmbH & Co. KG,Bahçeşehir University Publications,BAŞARI PUBLICATION,DIRECTORATE GENERAL OF PRESS & INFORMATION,BELGE INTERNATIONAL PUBLICATION,BERFİN  PUBLISHING,Casco Publications Pte ltd,BEST PUBLISHING,BEYAN  PUBLISHING,CEM PUBLISHING,CEREN ADVERTISEMENT & ORGANIZATION,CEYLAN  PUBLICATIONS","Germany,Germany,Turkey,Germany,Turkey,Germany,Turkey,Germany,Turkey,Germany,Turkey,Germany,Turkey,Turkey,Germany,Turkey,Germany,Turkey,Germany,Turkey,Turkey,Turkey,Turkey,Turkey,Singapore,Turkey,Turkey,Turkey,Turkey,Turkey","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"BİLİM  & KÜLTÜR  PUBLISHING,SCIENCE AND SOCIALISM PUBLISHING,BİLSA PUBLISHING,BİREY PUBLISHING,BİRSEN PUBLISHING - DISTRIBUTION,BİZİM KİTAPLAR PUBLISHING,BOĞAZİÇİ UNIVERSITY PRESS,BU PUBLISHING,BÜYÜK DOĞU PRINTING PUBLISHING PRODUCTION,CAN  MATEMATİK  PUBLISHING,CAN  PUBLISHINGL T D .,CARPEDIEM BOOKS,Klax,School Guide Publications,Arena Verlag Gmbh,Ariel-Verlag,Merilang Press,Greencroft Books,BEYAZADAM  PUBLISHING,精典博维,Edition-jugurtha,Mason Crest,未来出版社,陕西未来出版社有限责任公司,Benchmark Education Company,Lantana Publishing,Devar,Carlton Books Ltd,Maeva,百花洲文艺出版社","Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Turkey,Germany,United States,Germany,Germany,United Kingdom,United Kingdom,Turkey,China,Algeria,United States,China,China,United States,United Kingdom,Russia,United Kingdom,Spain,China","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers / Other,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing"
